example_id,label,seq_len,layer_0_h0_max_lifetime,layer_0_h0_total_persistence,layer_0_h1_max_lifetime,layer_0_h1_total_persistence,layer_0_h1_max_birth,layer_0_h1_max_death,layer_1_h0_max_lifetime,layer_1_h0_total_persistence,layer_1_h1_max_lifetime,layer_1_h1_total_persistence,layer_1_h1_max_birth,layer_1_h1_max_death,layer_2_h0_max_lifetime,layer_2_h0_total_persistence,layer_2_h1_max_lifetime,layer_2_h1_total_persistence,layer_2_h1_max_birth,layer_2_h1_max_death,layer_3_h0_max_lifetime,layer_3_h0_total_persistence,layer_3_h1_max_lifetime,layer_3_h1_total_persistence,layer_3_h1_max_birth,layer_3_h1_max_death,layer_4_h0_max_lifetime,layer_4_h0_total_persistence,layer_4_h1_max_lifetime,layer_4_h1_total_persistence,layer_4_h1_max_birth,layer_4_h1_max_death,layer_5_h0_max_lifetime,layer_5_h0_total_persistence,layer_5_h1_max_lifetime,layer_5_h1_total_persistence,layer_5_h1_max_birth,layer_5_h1_max_death,layer_6_h0_max_lifetime,layer_6_h0_total_persistence,layer_6_h1_max_lifetime,layer_6_h1_total_persistence,layer_6_h1_max_birth,layer_6_h1_max_death,layer_7_h0_max_lifetime,layer_7_h0_total_persistence,layer_7_h1_max_lifetime,layer_7_h1_total_persistence,layer_7_h1_max_birth,layer_7_h1_max_death,layer_8_h0_max_lifetime,layer_8_h0_total_persistence,layer_8_h1_max_lifetime,layer_8_h1_total_persistence,layer_8_h1_max_birth,layer_8_h1_max_death,layer_9_h0_max_lifetime,layer_9_h0_total_persistence,layer_9_h1_max_lifetime,layer_9_h1_total_persistence,layer_9_h1_max_birth,layer_9_h1_max_death,layer_10_h0_max_lifetime,layer_10_h0_total_persistence,layer_10_h1_max_lifetime,layer_10_h1_total_persistence,layer_10_h1_max_birth,layer_10_h1_max_death,layer_11_h0_max_lifetime,layer_11_h0_total_persistence,layer_11_h1_max_lifetime,layer_11_h1_total_persistence,layer_11_h1_max_birth,layer_11_h1_max_death,layer_12_h0_max_lifetime,layer_12_h0_total_persistence,layer_12_h1_max_lifetime,layer_12_h1_total_persistence,layer_12_h1_max_birth,layer_12_h1_max_death,layer_13_h0_max_lifetime,layer_13_h0_total_persistence,layer_13_h1_max_lifetime,layer_13_h1_total_persistence,layer_13_h1_max_birth,layer_13_h1_max_death,layer_14_h0_max_lifetime,layer_14_h0_total_persistence,layer_14_h1_max_lifetime,layer_14_h1_total_persistence,layer_14_h1_max_birth,layer_14_h1_max_death,layer_15_h0_max_lifetime,layer_15_h0_total_persistence,layer_15_h1_max_lifetime,layer_15_h1_total_persistence,layer_15_h1_max_birth,layer_15_h1_max_death,layer_16_h0_max_lifetime,layer_16_h0_total_persistence,layer_16_h1_max_lifetime,layer_16_h1_total_persistence,layer_16_h1_max_birth,layer_16_h1_max_death,layer_17_h0_max_lifetime,layer_17_h0_total_persistence,layer_17_h1_max_lifetime,layer_17_h1_total_persistence,layer_17_h1_max_birth,layer_17_h1_max_death,layer_18_h0_max_lifetime,layer_18_h0_total_persistence,layer_18_h1_max_lifetime,layer_18_h1_total_persistence,layer_18_h1_max_birth,layer_18_h1_max_death,layer_19_h0_max_lifetime,layer_19_h0_total_persistence,layer_19_h1_max_lifetime,layer_19_h1_total_persistence,layer_19_h1_max_birth,layer_19_h1_max_death,layer_20_h0_max_lifetime,layer_20_h0_total_persistence,layer_20_h1_max_lifetime,layer_20_h1_total_persistence,layer_20_h1_max_birth,layer_20_h1_max_death,layer_21_h0_max_lifetime,layer_21_h0_total_persistence,layer_21_h1_max_lifetime,layer_21_h1_total_persistence,layer_21_h1_max_birth,layer_21_h1_max_death,layer_22_h0_max_lifetime,layer_22_h0_total_persistence,layer_22_h1_max_lifetime,layer_22_h1_total_persistence,layer_22_h1_max_birth,layer_22_h1_max_death,layer_23_h0_max_lifetime,layer_23_h0_total_persistence,layer_23_h1_max_lifetime,layer_23_h1_total_persistence,layer_23_h1_max_birth,layer_23_h1_max_death,layer_24_h0_max_lifetime,layer_24_h0_total_persistence,layer_24_h1_max_lifetime,layer_24_h1_total_persistence,layer_24_h1_max_birth,layer_24_h1_max_death,layer_25_h0_max_lifetime,layer_25_h0_total_persistence,layer_25_h1_max_lifetime,layer_25_h1_total_persistence,layer_25_h1_max_birth,layer_25_h1_max_death,layer_26_h0_max_lifetime,layer_26_h0_total_persistence,layer_26_h1_max_lifetime,layer_26_h1_total_persistence,layer_26_h1_max_birth,layer_26_h1_max_death,layer_27_h0_max_lifetime,layer_27_h0_total_persistence,layer_27_h1_max_lifetime,layer_27_h1_total_persistence,layer_27_h1_max_birth,layer_27_h1_max_death
250,grounded,98,0.9948521852493286,86.18601614236832,0.028035402297973633,0.4181371331214905,0.9683325290679932,0.9963679313659668,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0
250,hallucinated,99,0.9948521852493286,86.89963829517365,0.028035402297973633,0.41101789474487305,0.9683325290679932,0.9963679313659668,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0
251,grounded,75,0.9923324584960938,63.378839910030365,0.04294288158416748,0.4981510639190674,0.942187488079071,0.9851303696632385,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0
251,hallucinated,84,1.0,71.60674476623535,0.04294288158416748,0.5429689288139343,0.942187488079071,0.9851303696632385,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0
252,grounded,121,0.9947744011878967,108.23168402910233,0.05329322814941406,0.7449100613594055,0.9361870288848877,0.9894802570343018,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0
252,hallucinated,129,1.0,115.26817220449448,0.05329322814941406,0.8478904366493225,0.9361870288848877,0.9894802570343018,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0
253,grounded,137,0.9963458180427551,124.99149310588837,0.029984712600708008,0.5054652094841003,0.9609171152114868,0.9909018278121948,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0
253,hallucinated,146,1.0,133.1752965450287,0.03239375352859497,0.5958729982376099,0.9572606682777405,0.9896544218063354,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0
254,grounded,90,0.9953462481498718,78.59678143262863,0.033608973026275635,0.4968278408050537,0.9622043967247009,0.9958133697509766,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0
254,hallucinated,94,1.0,81.98335289955139,0.03454333543777466,0.5730324387550354,0.9619462490081787,0.9964895844459534,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0
255,grounded,109,0.9960715174674988,98.40479439496994,0.04772341251373291,0.5176158547401428,0.9451352953910828,0.9928587079048157,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0
255,hallucinated,115,1.0,103.7425981760025,0.04772341251373291,0.5768747329711914,0.9451352953910828,0.9928587079048157,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0
256,grounded,85,0.9938780069351196,76.51856553554535,0.04209035634994507,0.4623940587043762,0.955133318901062,0.9972236752510071,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0
256,hallucinated,91,1.0,81.80804705619812,0.04174160957336426,0.5912425518035889,0.955133318901062,0.9968749284744263,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0
257,grounded,189,0.9959625005722046,163.75058537721634,0.03619122505187988,0.7420139908790588,0.9569796919822693,0.9931709170341492,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,0.0
257,hallucinated,196,1.0,170.39863389730453,0.03619122505187988,0.8685271143913269,0.9569796919822693,0.9931709170341492,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0
